,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
958,Information relating to a disturbance at a fraternity party,Information / Disturbance,Open,University between 56th & 57th,9/25/18 11:40 PM,9/26/18 1:34 AM,18-00939
959,Sick person transported to Comer ER by CFD EMS,Medical Call,Closed,5800 S. Stony Island (Shapiro Hall),9/26/18 2:45 PM,9/26/18 2:45 PM,18-00940
960,Person reported iPad lost while in the building,Lost Property,Closed,924 E. 57th St. (BSLC),8/20/18 to 8/25/18 8:00 AM to 4:00 PM,9/26/18 3:52 PM,18-00941
961,Individual reports loss of UC ID,Lost Property,Closed,1330 E. 53rd St to 59th & Ellis,9/26/18 3:00 PM to 4:00 PM,9/26/18 9:43 PM,18-00942
962,"UC owned vehicle involved in a minor traffic crash / Property damage only, no injuries reported",Traffic Crash,Closed,5813 S. Ellis,9/27/18 12:11 PM,9/27/18 12:11 PM,18-00943
963,Unknown suspect entered the bank and demanded money from a teller / Suspect took cash and fled in an unknown direction / CPD case JB453116,Information / Robbery,CPD,5493 S. Cornell (Bank),9/27/18 2:05 PM,9/27/18 2:07 PM,18-00944
964,Number used for training purposes,Void,Void,Void,Void,Void,18-00945
965,Staff member lost coin purse while in the building,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital),9/27/18 3:30 PM to 4:30 PM,9/27/18 5:33 PM,18-00946
966,Scratches observed on door of vehicle parked in lot / Cause unknown at this time,Information,Closed,5824 S. Stony Island (Parking Lot),9/27/18 7:40 AM to 7:10 PM,9/28/18 9:52 AM,18-00947
967,"Staff member pulled a chair from beneath another staff member in locker room, causing him to fall onto the floor / Victim declined prosecution",Battery,Ex. Cleared,5815 S. Maryland (Mitchell Hospital),9/27/18 5:00 PM,9/28/18 11:25 AM,18-00948
968,Cash and an electric razor taken from unsecured locker in patient's room,Theft,Open,5700 S. Maryland (CCD),9/13/18 to 9/28/18 7:00 AM to 2:00 PM,9/28/18 2:48 PM,18-00949
969,Individual transported to ER for evaluation,Mental Health Transport,Closed,5225 S. Cottage Grove (Community Programs Acc.),9/28/18 2:40 PM,9/28/18 2:40 PM,18-00950
970,Two subjects forcibly took headphones from an individual walking on the sidewalk / UCPD officers located and took suspect into custody,Robbery,Arrest,911 E. 56th St. (Public Way),9/28/18 8:45 PM,9/28/18 8:57 PM,18-00951
971,Unknown suspect unlawfully entered building and took coins from washing machine in laundry room of off campus private apartment building / CPD case,Information / Burglary,CPD,Cornell between 53rd and 54th,9/28/18 10:25 PM,9/28/18 10:26 PM,18-00952
972,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Liquor Law Violation,Referred,5700 S. University (Public Way),9/30/18 12:52 AM,9/30/18 12:52 AM,18-00953
973,UCPD officer arrested a motorist for DUI and resisting a peace officer,DUI,Arrest,919 E. 53rd St.,9/30/18 12:17 AM,9/30/18 12:17 AM,18-00954
974,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS,Liquor Law Violation,Referred,5700 S. University (Shuttle Bus),9/30/18 3:24 AM,9/30/18 3:24 AM,18-00955
975,Two staff members reported seeing an unknown person entering rooms on the 3rd floor of the building / Person left before police arrived,Information,Closed,924 E. 57th St. (BSLC),9/30/18 4:30 AM,9/30/18 8:47 AM,18-00956
976,Victim was distracted by suspect who took her iPhone and case from top of table in caf� / Subsequent unauthorized use of debit card reported,Theft,Open,5751 S. Woodlawn (McGiffert - Plein Air Caf�),9/30/18 12:30 PM,9/30/18 1:26 PM,18-00957
977,Dispute between two people at frat party documented,Information,Closed,5639 S. University (Fraternity House),9/29/18 to 9/30/18 11:00 PM to 1:00 AM,9/30/18 2:42 PM,18-00958
978,Individual stabbed in the lower left arm / Victim not cooperating with police / CPD case JB457873,Information / Aggravated Battery,CPD,Ellis between 47th & 48th,10/1/18 9:25 AM,10/1/18 9:29 AM,18-00959
979,Subject displayed a knife and menaced victim during a verbal altercation on the sidewalk off campus / Suspect fled prior to police arrival / CPD case JB457937,Information / Aggravated Assault,CPD,1436 E. 53rd St. (Public Way),10/1/18 9:58 AM,10/1/18 10:01 AM,18-00960
980,Unknown person(s) made unlawful entry to a 2nd floor conference room and office and took two computer monitors,Burglary,Open,5730 S. Ellis (Crerar Library),9/28/18 to 10/1/18 4:00 PM to 10:00 AM,10/1/18 4:20 PM,18-00961
981,Person reported losing iPhone/wallet in the area of 60th & Ellis,Lost Property,Closed,6000 S. Ellis (Public Way),9/30/18 6:15 PM to 6:30 PM,10/1/18 8:45 PM,18-00962
982,Individual reported losing wallet while in the bookstore,Lost Property,Closed,970 E. 58th St. (Bookstore),10/1/18 4:30 PM to 7:00 PM,10/1/18 9:53 PM,18-00963
983,Information relating to flyers found in bookstore,Information,Closed,970 E. 58th St. (Bookstore),10/1/18 5:55 PM,10/2/18 6:59 AM,18-00964
984,Unauthorized subject ignored previous warnings of trespass in off-campus private apartment building and was arrested on complaint of management,Criminal Trespass to Land,Arrest,1421 E. 53rd St.,10/2/18 7:59 AM,10/2/18 7:59 AM,18-00965
985,Report number generated in error,Void,Void,Void,Void,Void,18-00966
986,"Student tangled leg in chair leg, fell to the floor injuring left leg and head / Transported to Comer ER by CFD EMS for evaluation and treatment",Injured Person,Closed,6300 S. University (Woodlawn Charter School),10/2/18 10:26 AM,10/2/18 10:26 AM,18-00967
987,Individual reports losing six exercise body wraps in the building,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital),9/29/18 to 10/2/18 11:00 AM to 2:00 PM,10/2/18 2:40 PM,18-00968
988,Wallet taken from unattended purse placed in unlocked drawer in unsecured office,Theft,Open,5757 S. University (Saieh Hall),10/2/18 12:30 PM to 1:00 PM,10/2/18 1:19 PM,18-00969
989,Secured bicycle taken from bike rack,Theft,Open,1111 E. 60th St. (Law School Bike Rack),9/28/18 to 10/2/18 9:00 AM to 8:00 AM,10/2/18 3:53 PM,18-00970
990,Unattended iPhone taken from charging station,Theft,Open,5758 S. Maryland (DCAM),10/2/18 4:25 PM to 4:30 PM,10/2/18 4:52 PM,18-00971
991,Laptop left unattended on top of locker in locker room was taken,Theft,Open,5828 S. Kenwood (Lab School Kovler Gym),10/2/18 6:30 PM to 8:20 PM,10/2/18 8:58 PM,18-00972
992,UCPD officer arrested a person wanted on an active warrant from the Cook County Sheriffs Police,Warrant Arrest,Arrest,4542 S. Greenwood (G. Brooks Park),10/3/18 12:42 PM,10/3/18 12:42 PM,18-00973
993,Individual placed an electric tea kettle on an electric stove burner in 9th floor common area / Plastic on tea kettle melted causing smoke / No fire resulted / No property damage other than tea kettle  and stove burner/ No injuries reported / CFD responded,Fire Alarm / Smoke,Closed,5500 S. University (Campus North RH),10/3/18 2:17 PM,10/3/18 2:17 PM,18-00974
994,"Staff member found powdery substance, suspect narcotics, in patient's room / Substance tested negative for narcotics",Found Property,Closed,5700 S. Maryland (CCD),10/3/18 11:00 PM,10/3/18 11:13 PM,18-00975
995,Underage individual became ill after consuming alcoholic beverages,Liquor Law Violation,Referred,1005 E. 60th St. (Burton-Judson RH),10/4/18 12:44 AM,10/4/18 12:44 AM,18-00976
996,Unknown suspect gained unlawful entry to unsecured private garage off campus and took a bag of tools / CPD case JB462007,Information / Burglary,CPD,University between 56th & 57th,10/4/18 6:55 AM,10/4/18 7:54 AM,18-00977
997,Individual received shock from electrical wall outlet / Transported to ER for evaluation,Injured Person,Closed,6031 S. Ellis (Granville-Grossman RH),10/4/18 8:30 AM,10/4/18 8:46 AM,18-00978
998,Individual reports losing a wallet,Lost Property,Closed,57th to 55th & University,10/3/18 to 10/4/18 11:00 PM to 12:30 PM,10/4/18 11:00 AM,18-00979
999,Individual transported to ER for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),10/4/18 1:08 PM,10/4/18 1:08 PM,18-00980
1000,"Unattended, unsecured backpack containing laptop and other electronics taken from floor behind chair",Theft,Open,5751 S. Woodlawn (Plein Air Caf�),10/4/18 1:50 PM to 3:40 PM,10/4/18 4:18 PM,18-00981
1001,"DSS was notified by a Campus Security Authority that an undisclosed victim reported that she was fondled by an acquaintance in the residence hall / Due to confidentiality of reporting, limited information is available regarding this incident",Sexual Assault / Fondling,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),10/3/18  time unknown,10/5/18 11:53 AM,CSA Report    18-039
1002,UCPD officers assisted CPD officer with arrest of subject for assault and damage to property / CPD case JB464021,Assist Other Agency,CPD,1418 E. 53rd St. (Parking Lot),10/5/18 6:00 PM,10/5/18 6:02 PM,18-00982
1003,Underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5630 S. Ellis (Exterior),10/5/18 10:54 PM,10/5/18 10:54 PM,18-00983
1004,Staff member found two small baggies of suspect marijuana / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5656 S. Maryland (UCMER),10/6/18 5:30 AM,10/6/18 5:30 AM,18-00984
1005,Suspect removed merchandise from an off campus store without paying / Suspect arrested by UCPD officer,Theft,Arrest,1346 E. 53rd St.,10/6/18 9:30 AM,10/6/18 9:34 AM,18-00985
1006,"During the course of a verbal dispute, the suspect slapped a relative in the face with her hand / Suspect detained by UCM Public Safety and arrested by UCPD",Domestic Battery,Arrest,5700 S. Maryland (CCD),10/6/18 11:27 AM,10/6/18 11:27 AM,18-00986
1007,An underage individual became ill after consuming alcoholic beverages / Transported to ER by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5625 S. University (Max Palevsky RH),10/6/18 11:26 PM,10/6/18 11:26 PM,18-00987
1008,Victim reported that during a domestic argument her girlfriend stabbed her in the arm with a knife before fleeing the off campus private residence / Victim transported to UCM ER by CFD EMS for treatment / CPD case JB465792,Information / Aggravated Battery (Domestic),CPD,Ellis between 61st & 62nd,10/7/18 8:20 AM,10/7/18 8:33 AM,18-00988
1009,Individual reports losing purse while in the hospital,Lost Property,Closed,5841 S. Maryland (Mitchell Hospital),10/1/18 to 10/4/18 5:55 AM to 6:00 PM,10/7/18 11:13 AM,18-00989
1010,"Subject threatened a staff member, placing victim in fear of receiving  bodily harm / Suspect fled before arrival of police",Assault,Open,5730 S. Drexel (Comer Hospital),10/7/18 5:20 PM,10/7/18 5:32 PM,18-00990
1011,"UCPD officer recovered a parked, unoccupied vehicle that had been reported stolen to CPD / CPD case JB466864",Motor Vehicle Recovery,CPD,5633 S. Lake Park,10/8/18 10:38 AM,10/8/18 10:38 AM,18-00991
1012,"An individual presented a staff member with a cash ""tip"" and refused to take the money back / Inventoried at UCPD for safekeeping",Found Property,Closed,5758 S. Maryland (Public Way),10/8/18 1:05 PM,10/8/18 1:05 PM,18-00992
1013,"DSS was notified by a Campus Security Authority that an undisclosed victim reported she was sexually assaulted by an acquaintance / Due to confidentiality of reporting, limited information is available regarding this incident.",Criminal Sexual Assault,No Investigation Referred to Title IX Coordinator,5500 S. University (Campus North RH),2/1/16 Time unknown,10/8/18 2:59 PM,CSA Report    18-041
1014,"Unattended, unsecured wallet taken from desk top in unlocked office",Theft,Open,929 E. 57th St. (Gordon Center),10/8/18 12:00 PM to 1:15 PM,10/8/18 1:23 PM,18-00993
1015,Individual left wallet on table / Returned to find wallet missing / Subsequent unauthorized use of credit cards reported,Theft,Open,1055 E. 55th St. (Seven Ten Lanes),10/8/18 1:25 PM to 2:40 PM,10/8/18 4:30 PM,18-00994
1016,Individual walking on the sidewalk off campus was approached from the rear by two unknown suspects who placed a hard object to the victim's back and  took his iPhone and wallet before fleeing to a waiting vehicle that drove southbound / Victim reported no physical injuries / CPD case JB467888,Information / Aggravated Robbery,CPD,5400 S. Ridgewood,10/8/18 8:55 PM,10/8/18 8:58 PM,18-00995
1017,"An individual was approached from behind by three to five subjects who had exited a compact vehicle / One of the suspects placed a hard object to the victim�s back and demanded the victim�s property /After the suspects struck the victim, he threw the keys to his car on the ground / The suspects took the keys and attempted to drive off in the victim�s car, but fled when they could not drive away / The suspects re-entered their waiting vehicle and sped off / The victim declined medical treatment.",Information /  Attempt Aggravated Robbery,CPD,1225 E. 52nd St.,10/8/18 10:35 PM,10/8/18 10:39 PM,18-00996
1018,UCPD officer chased and detained a suspect wanted by CPD for a robbery / CPD case JB468057,Assist Other Agency,CPD,4900 S. Cottage Grove,10/9/18 12:20 AM,10/9/18 12:20 AM,18-00997
1019,An individual found a purse on the sidewalk off campus and turned it over to UCPD for safekeeping,Found Property,Closed,1539 E. 53rd St. (Public Way),10/9/18 8:20 AM,10/9/18 8:36 AM,18-00998
1020,An unauthorized subject who had received and ignored both verbal and written notice not to trespass on University property was arrested by UCPD,Criminal Trespass to Land,Arrest,5730 S. Ellis,10/9/18 9:50 AM,10/9/18 9:51 AM,18-00999
1021,Individual reports losing wallet from backpack while walking on the sidewalk,Lost Property,Closed,55th & University to 53rd & Woodlawn,10/9/18 9:30 PM  to 9:35 PM,10/9/18 9:45 PM,18-01000
1022,"UCPD officer recovered an unoccupied, parked vehicle that had been reported stolen to CPD / Turned over to CPD / CPD case JB399342",Recovered Motor Vehicle,CPD,4858 S. Greenwood,10/10/18 10:55 AM,10/10/18 11:01 AM,18-01001
1023,Individual reported losing keys in or around Ryerson Hall / Keys were later found and returned to the owner,Lost / Found Property,Closed,1100 E 58th St. (Ryerson),10/10/18 9:45 AM to 10:00 AM,10/10/18 11:35 AM,18-01002
1024,UCPD officers detained a Metra passenger on board a train after the suspect had slapped a train conductor / Suspect turned over to Metra Police and charged with battery,Assist Other Agency / Battery,Metra PD,51st & Lake Park (Metra),10/10/18 5:25 PM,10/10/18 5:25 PM,18-01003
1025,"Three unknown subjects, one armed with a handgun, took a wallet and iPhone from a victim walking on the sidewalk off campus / Suspects entered a waiting vehicle and drove off / CPD case JB470882",Information / Armed Robbery,CPD,5434 S. Woodlawn (Public Way),10/10/18 10:50 PM,10/10/18 11:08 PM,18-01004
1026,Subject took food items from the caf� without paying / Subject detained by UCM Public Safety and arrested by UCPD,Theft,Arrest,5758 S. Maryland (DCAM Caf�),10/11/18 10:25 AM,10/11/18 10:35 AM,18-01005
1027,Secured bicycle taken from bike rack,Theft,Open,5840 S. Kenwood (Lab School Bike Rack),10/9/18 to 10/11/18 7:45 AM to 7:45 AM,10/11/18 10:35 AM,18-01006
1028,UC owned vehicle involved in property damage traffic crash / No injuries reported,Traffic Crash / Property Damage,Closed,"Orland Park, IL",10/12/18 7:15 AM,10/12/18 9:12 AM,18-01007
1029,Information relating to statements made by a student / School administration following up,Information,Closed,6300 S. University (Woodlawn Charter School),10/11/18 8:45 AM to 2:00 PM,10/12/18 9:24 AM,18-01008
1030,Individual reported being stalked on campus by a known subject / Victim declined to prosecute at this time,Stalking,Ex. Cleared,5500 S. University (Campus North RH),6/1/18 to 10/11/18 Various times,10/12/18 10:54 AM,18-01009
1031,Credit  card found on UC Shuttle Bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/12/18 12:55 PM,10/12/18 12:55 PM,18-01010
1032,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1055 E. 60th St.,October 2017 to October 2018 various times,10/12/18 5:09 PM,CSA Report    18-043
1033,UCPD officer arrested a motorist for DUI,DUI,Arrest,5490 S. Lake Park,10/12/18 8:22 PM,10/12/18 8:22 PM,18-01011
1034,"Unknown persons shattered glass front door, entered store and took cash register drawers before fleeing / CPD case JB473592",Information / Burglary,CPD,1174 E. 55th St.,10/13/18 4:10 AM,10/13/18 4:15 AM,18-01012
1035,Information regarding a possible scam,Information,Closed,50th St. between Cornell and East End,10/12/18 to 10/13/18 2:40 PM to 9:00 AM,10/13/18 10:26 PM,18-01013
1036,Underage individual became ill after consuming alcoholic beverages transported to UCMED for evaluation and treatment,Liquor Law Violation,Referred,1414 E. 59th St. (I-House),10/13/18 11:53 PM,10/13/18 11:53 PM,18-01014
1037,Underage individual became ill after consuming alcoholic beverages transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,1009 E. 57th St. (Snell-Hitchcock RH),10/14/18 2:53 AM,10/14/18 2:53 AM,18-01015
1038,Unknown suspect forcibly took a purse from a victim walking on the sidewalk off campus / CPD case JB475636,Information / Robbery,CPD,1332 E. 50th St. (Public Way),10/14/18 7:20 PM,10/14/18 7:39 PM,18-01016
1039,Subject took merchandise from a store without paying / Suspect arrested by UCPD,Theft,Arrest,1346 E. 53rd St.,10/15/18 10:24 AM,10/15/18 10:24 AM,18-01017
1040,A bag containing tools was found behind a bench in the Main Quad / Inventoried at UCPD for safekeeping,Found Property,Closed,5800 S. Greenwood (Main Quadrangle),10/15/18 11:35 AM,10/15/18 1:42 PM,18-01018
1041,Information documenting student left school without permission,Information,Closed,6300 S. University (Woodlawn Charter School),10/16/18 8:10 AM,10/16/18 8:51 AM,18-01019
1042,"Unattended, unsecured laptop taken from open work station on the 1st floor",Theft,Open,1115 E. 58th St. (Walker),10/12/18 to 10/15/18 1:00 PM to 9:00 AM,10/16/18 9:32 AM,18-01020
1043,Number generated in error,Void,Void,Void,Void,Void,18-01021
1044,"Unattended, unsecured wallet taken from desk top on the 3rd floor of the library",Theft,Open,1100 E. 57th St. (Regenstein Library),10/15/18 5:30 PM to 6:30 PM,10/16/18 12:39 PM,18-01022
1045,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),10/16/18 5:09 PM,10/16/18 5:09 PM,18-01023
1046,Individual reports losing purse while in the cafeteria,Lost Property,Closed,5700 S. Maryland (CCD),10/16 18 4:00 PM to 4:15 PM,10/16/18 4:46 PM,18-01024
1047,An unauthorized individual was warned about trespass to University property,Information / Trespass,Closed,5640 S. University (Bartlett Commons),10/16/18 10:30 PM,10/16/18 10:36 PM,18-01025
1048,Unknown person(s) smashed glass entry store of retail establishment and took merchandise / CPD case JB478589,Information / Burglary,CPD,5230 S. Lake Park,10/17/18 2:28 AM,10/17/18 2:31 AM,18-01026
1049,Credit card found on UC Shuttle Bus turned over to UCPD for safekeeping,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/16/18 10:00 PM,10/17/18 8:12 AM,18-01027
1050,Report documenting cameras missing from a storage room,Lost Property,Closed,5841 S. Maryland (UCM),5/18/18 to 8/18/18 unknown times,10/17/18 10:27 AM,18-01028
1051,Valet staff member found a handgun on the floor of a vehicle / Owner arrested by UCPD and charged with weapons violation,Unlawful Use of Weapon,Arrest,5758 S. Maryland,10/17/18 8:37 AM,10/17/18 8:37 AM,18-01029
1052,Secured bicycle taken from bike rack,Theft,Open,5735 S. Ellis (Searle Bike Rack),10/16/18 11:00 AM to 8:00 PM,10/17/18 12:36 PM,18-01030
1053,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Services),10/17/18 2:17 PM,10/17/18 2:17 PM,18-01031
1054,Faculty member found iPad in classroom / Turned over to UCPD for safekeeping,Found Property,Closed,5757 S. University (Saieh Hall),10/11/18 9:00 PM,10/17/18 3:12 PM,18-01032
1055,Pedestrian crossing the street struck by vehicle / Pedestrian transported to UCMED by CFD EMS / MVA 2018-00225,Traffic Crash / Personal Injury,Closed,5400 S. Ellis,10/17/18 10:06 PM,10/17/18 10:06 PM,18-01033
1056,Elevator stuck between floors / CFD freed individual from elevator,Information,Closed,5640 S. Ellis (Eckhardt Research Center),10/17/18 11:07 PM,10/17/18 11:07 PM,18-01034
1057,UCPD officers detained two suspects wanted by CPD for a robbery committed outside of the UCPD patrol area / Suspects turned over to and arrested by CPD / CPD  case JB479815,Assist Other Agency,CPD/Arrest,5500 South Shore Dr.,10/18/18 12:58 AM,10/18/18 12:58 AM,18-01035
1058,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS,Liquor Law Violation,Referred,6031 S. Ellis (Granville-Grossman RH),10/18/18 2:22 AM,10/18/18 2:22 AM,18-01036
1059,UCPD officer arrested a motorist for DUI,DUI,Arrest,57th & Cottage Grove,10/18/18 3:40 AM,10/18/18 3:40 AM,18-01037
1060,Secured bicycle taken from bike rack,Theft,Open,1101 E. 56th St. (Max Palevsky RH Bike Rack),9/24/18 to10/12/18 4:00 PM to 8:00 PM,10/18/18 11:10 AM,18-01038
1061,Subject removed merchandise from a store without paying was arrested by UCPD,Theft,Arrest,1554 E. 55th St.,10/18/18 6:24 PM,10/18/18 6:24 PM,18-01039
1062,An individual doing cartwheels struck doorframe causing a laceration to his head / Transported to UCMED by CFD EMS for treatment,Injured Person,Closed,6031 S. Ellis (Granville-Grossman RH),10/18/18 10:15 PM,10/18/18 10:22 PM,18-01040
1063,An individual threw a book that struck the victim in the face / Suspect arrested by UCPD officers,Battery,Arrest,6300 S. University (Woodlawn Charter School),10/15/18 10:20 AM,10/19/18 10:56 AM,18-01041
1064,UCPD received on line information of graffiti in 1st floor restroom / No graffiti found after a thorough inspection of all restrooms,Information,Closed,1100 E. 57th St. (Mansueto Library),10/14/18 1:45 PM,10/19/18 4:38 PM,18-01042
1065,Person reports loss of four earrings while in the hospital,Lost Property,Closed,5815 S. Maryland (Mitchell Hospital),10/20/18 1:10 AM to 1:40 AM,10/20/18 4:48 PM,18-01043
1066,An individual reported they observed an unknown person in a passing vehicle in possession of a firearm / Vehicle not located,Information,Closed,5530 S. Ellis (Public Way),10/20/18 10:57 PM,10/20/18 10:57 PM,18-01044
1067,Purse found on the sidewalk was inventoried by UCPD for safekeeping,Found Property,Closed,5600 S. Ellis (Public Way),10/20/18 4:00 PM,10/20/18 11:52 PM,18-01045
1068,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),10/21/18 2:37 AM,10/21/18 2:37 AM,18-01046
1069,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by an unknown individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1009 E. 60th St. (Burton-Judson RH),10/20/18 unspecified time,10/21/18 11:13 AM,CSA Report    18-045
1070,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1101 E. 56th St. (Max Palevsky RH),9/24/18 to 10/19/18 various times,10/21/18 11:17 AM,CSA Report    18-046
1071,Son threw a TV remote causing a laceration on his mother's head / Victim treated at UCMED / Victim declined prosecution,Domestic Battery,Ex. Cleared,5730 S. Drexel (Comer Hospital),10/21/18 11:40 AM,10/21/18 11:41 AM,18-01047
1072,Fire in a trash container on the public way off campus was extinguished by CFD,Information,Closed,5215 S. Harper (Public Way),10/21/18 7:13 PM,10/21/18 7:13 PM,18-01048
1073,"Credit cards taken from unattended, unsecured purse left on a chair in open cubicle",Theft,Open,5751 S. Woodlawn (McGiffert),10/22/18 11:15 AM to 1:00 PM,10/22/18 1:57 PM,18-01049
1074,Multiple visitors created a disturbance / Peace restored,Information,Closed,5656 S. Maryland (UCMED),10/22/18 3:35 PM,10/22/18 3:37 PM,18-01050
1075,"Suspects wanted by CPD for a crime outside of the UCPD patrol area, crashed their vehicle and fled on foot / UCPD and CPD officers arrested one suspect",Assist Other Agency,CPD,Midway Pl. at Dorchester,10/22/18 6:00 PM,10/22/18 6:00 PM,18-01051
1076,Secured bicycle taken from bike rack,Theft,Open,5550 S. University (Crown Field House Bike Rack),10/19/18 to 10/21/18 4:00 PM to 8:00 PM,10/22/18 8:08 PM,18-01052
1077,Suspect shattered the driver's side window of a parked car and took property from the vehicle / UCPD officers arrested suspect who was charged with felony burglary,Theft from Motor Vehicle,Arrest,912 E. 56th St. (Public Way),10/23/18 12:59 AM,10/23/18 12:59 AM,18-01053
1078,Unknown person smashed passenger's side window of a vehicle parked on the street / Follow up investigation revealed the offender to be the same individual in 18-01053 / Victim declined to prosecute,Criminal Damage to Property,Ex. Cleared,905 E. 56th St. (Public Way),10/22/18 to10/23/18 10:00 PM to 5:45 AM,10/23/18 6:19 AM,18-01054
1079,Unknown person(s) smashed glass front door of retail establishment off campus and took merchandise before fleeing / CPD case JB486381,Information / Burglary,CPD,1214 E. 53rd St.,10/23/18 5:50 AM,10/23/18 7:54 AM,18-01055
1080,Suspect marijuana found in locker / Turned over to UCPD for proper disposal,Found Narcotics,Closed,6300 S. University (Woodlawn Charter School),10/23/18 9:50 AM,10/23/18 9:56 AM,18-01056
1081,Motorist struck an individual on roller blades / Individual declined medical treatment / 2018-MVA00229,Traffic Crash,Closed,1005 E. 61st St.,10/23/18 9:20 AM,10/23/18 9:26 AM,18-01057
1082,Information relating to receipt of concerning email messages,Information,Open,1111 E. 60th St.,10/18/18 to 10/20/18 11:20 PM to 10:50 PM,10/23/18 11:22 AM,18-01058
1083,A credit card found on a UC shuttle bus turned over to UCPD for safekeeping / Owner notified,Found Property,Closed,850 E. 61st St. (UCPD HQ),10/23/18 8:05 AM,10/23/18 8:05 AM,18-01059
1084,"DSS was notified by a Campus Security Authority that an undisclosed victim reported being stalked on campus by a known individual / Due to confidentiality of reporting, limited information is available regarding this incident",Stalking,No Investigation Referred to Title IX Coordinator,1100 E. 57th St. (Regenstein Library Quad),October 2018 various dates and times,10/23/18 11:17 AM,CSA Report    18-047
1085,Individual reports losing wallet off campus on 53rd St.,Lost Property,Closed,1335 E. 53rd St. (Public Way),10/23/18 4:05 PM,10/23/18 4:06 PM,18-01060
1086,Secured bicycle taken from bike rack,Theft,Open,924 E. 57th St. (BSLC Bike Rack),10/23/2018  1:10 PM to 4:40 PM,10/23/18 4:42 PM,18-01061
1087,Individual reports losing wallet while walking,Lost Property,Closed,1100 E. 57th to 55th & Ingleside,10/23/18 3:00 PM to 3:15 PM,10/23/18 4:57 PM,18-01062
1088,"Unknown person took unsecured, unattended bags containing cell phone and other property from waiting area",Theft,Open,5656 S. Maryland (UCMED),10/23/18 10:10 PM to 10:15 PM,10/23/18 10:25 PM,18-01063
1089,Person found a round of live 9mm ammunition on the ground in the alley / Inventoried at UCPD for proper disposal,Found Property,Closed,912 E. 57th St (Alley),10/24/18 7:00 AM,10/24/18 10:03 AM,18-01064
1090,Secured bicycle taken from an off-campus bike rack / CPD case,Information / Theft,Referred,University between 61st & 62nd,10/20/18 to 10/21/18 7:00 PM to 11:00 AM,10/25/18 10:41 AM,18-01065
1091,Unknown suspect grabbed iPhone from the hand of a person walking on the sidewalk before fleeing on foot,Theft from Person,Open,5545 S. University (Public Way),10/25/18 3:33 PM,10/25/18 3:35 PM,18-01066
1092,Unknown suspect grabbed iPhone from the hand of a person standing at the CTA bus stop / Suspect fled to a waiting vehicle,Theft from Person,Open,1155 E. 60th St. (CTA Bus Stop),10/25/18 3:40 PM,10/25/18 3:47 PM,18-01067
1093,A student was heard making threatening comments while on an elevator,Information,Closed,6300 S. University (Woodlawn Charter School),10/25/18 1:25 PM,10/25/18 3:38 PM,18-01068
1094,A staff member reports a known person made a rude remark during a discussion,Disorderly Conduct,Closed,1100 E. 57th St. (Regenstein Library),10/17/18 6:20 PM,10/25/18 4:35 PM,18-01069
1095,Individual found an iPhone on the sidewalk and turned it over to UCPD for safekeeping,Found Property,Closed,5900 S. Woodlawn (Public Way),10/25/18 4:20 PM,10/25/18 4:22 PM,18-01070
1096,"Checks, mixed with other papers, missing from desktop",Lost Property,Closed,6030 S. Ellis (Edelstone),10/25/18 to 10/26/18 4:00 PM to 8:15 AM,10/26/18 11:40 AM,18-01071
1097,An underage individual became ill after consuming alcoholic beverages / Transported to UCMED by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,1101 E. 56th St. (Max Palevsky RH),10/27/18 1:30 AM,10/27/18 1:30 AM,18-01072
