,Comments,Date,Disposition,Location,Occured,Reported,UCPDI
780,"Three unknown suspects, one armed with a handgun, took property from a victim in the vestibule of off-campus private apartment building / CPD case JC380490",Information / Armed Robbery,CPD,Hyde Park between 55th & 56th,8/6/19 1:35 AM,8/6/19 1:54 AM,19-00780
781,Number generated in error,Void,Void,Void,Void,Void,19-00781
782,"Two unknown suspects armed with handguns, took property and victim's vehicle from the street off-campus / CPD case JC380436",Information / Aggravated Vehicular Hijacking,CPD,4800 S. Greenwood,8/6/19 12:05 AM,8/6/19 12:28 AM,19-00782
783,A patient struck a staff member / Suspect arrested by UCPD officer,Battery,Arrest,5721 S. Maryland (Comer Hospital),8/6/19 12:20 PM,8/6/19 12:22 PM,19-00783
784,Ill person transported to UCMED for evaluation,Medical Call,Closed,5812 S. Ellis,8/7/19 11:24 AM,8/7/19 11:24 AM,19-00784
785,An unauthorized individual was found in the building and given a trespass warning,Information,Closed,1100 E. 58th St. (Ryerson),8/8/19 7:10 AM,8/8/19 7:15 AM,19-00785
786,Secured bicycle taken from bike rack,Theft,Open,970 E. 58th St. (Bookstore Bike Rack),8/8/19 6:00 AM to 7:45 PM,8/8/19 8:03 PM,19-00786
787,An unauthorized individual was found in the building and given a trespass warning,Information,Closed,1025 E. 58th St. (Swift Hall),8/9/19 12:01 AM,8/9/19 12:01 AM,19-00787
788,An unknown suspect forcibly took a purse and cell phone from a person walking on the street off-campus / CPD case JC384901,Information / Robbery,CPD,5012 S. Woodlawn (Public Way),8/9/19 2:10 AM,8/9/19 2:13 AM,19-00788
789,Graffiti scrawled on 5th floor wall,Criminal Damage to Property,Open,5505 S. Ellis (Parking Structure),8/9/19 11:15 AM to 11:25 AM,8/9/19 11:28 AM,19-00789
790,Information relating to a stolen bicycle,Information,Closed,5830 S. Kenwood,8/9/19 11:36 AM,8/9/19 11:36 AM,19-00790
791,Copper pipe and wire taken from 1st floor of building,Burglary,Open,1201 E. 60th St. (Construction Site),8/8/19 to 8/9/19 6:00 PM to 5:30 AM,8/9/19 6:57 AM,19-00791
792,Laptop taken from unsecured file cabinet in office,Theft,Open,900 E. 57th St. (Knapp Center),7/29/19 to 8/9/19 12:30 PM to 12:30 PM,8/9/19 12:31 PM,19-00792
793,UCPD officer arrested a suspect for retail theft,Theft,Arrest,1554 E.55th St. (Walgreens),8/11/19 2:15 PM,8/11/19 2:16 PM,19-00794
794,Number generated in error,Void,Void,Void,Void,Void,19-00795
795,UC owned vehicle involved in property damage crash / No injuries reported / 2019 MVA-00154,Traffic Crash,Closed,6054 S. Drexel,8/11/19 8:30 PM,8/11/19 8:30 PM,19-00796
796,Secured bicycle taken from bike rack,Theft,Open,5700 S. Maryland (CCD Bike Rack),8/11/19 to 8/12/19 8:00 PM to 9:15 AM,8/12/19 9:44 AM,19-00797
797,"Unattended, unsecured purse taken from office",Theft,Open,1407 E. 60th St. (CTS),8/12/19 10:45 AM to 10:50 AM,8/12/19 11:13 AM,19-00798
798,Two unknown suspects announced a robbery and took property from a person exiting the building,Robbery,Open,6045 S. Kenwood,8/13/19 1:15 AM,8/13/19 1:27 AM,19-00799
799,Sick person transported to UCMED by CFD EMS,Medical Call,Closed,970 E. 58th St. (Bookstore),8/13/19 11:23 AM,8/13/19 11:23 AM,19-00800
800,Secured bicycle taken from bike rack,Theft,Open,5700 S. Maryland (CCD Bike Rack),8/13/19 6:00 AM to 4:30 PM,8/13/19 4:56 PM,19-00801
801,Moped taken from dock area / Further investigation revealed the vehicle had been relocated and returned to owner / No theft occurred,Motor Vehicle Theft,Unfounded,929 E. 57th St. (Gordon Center Dock Area),8/12/19 to 8/13/19 7:30 AM to 6:00 PM,8/13/19 7:02 PM,19-00802
802,Unsecured bicycle taken from bike rack,Theft,Open,5550 S. Greenwood (Smart Museum Bike Rack),8/14/19 2:20 PM,8/14/19 2:33 PM,19-00803
803,Unauthorized subject ignored previous warnings and was arrested for trespass,Criminal Trespass to Land,Arrest,1414 E. 59th St. (I-House),8/14/19 6:50 PM,8/14/19 7:11 PM,19-00804
804,An individual was transported to UCMED for evaluation,Mental Health Transport,Closed,5705 S. Dorchester (Public Way),8/15/19 12:34 AM,8/15/19 12:34 AM,19-00805
805,An unknown individual broke windows of car parked at the curb,Criminal Damage to Vehicle,Open,5729 S. Woodlawn (Public Way),8/15/19 3:30 AM,8/15/19 3:31 AM,19-00806
806,An individual was transported to UCMED for evaluation,Mental Health Transport,Closed,5758 S. Maryland (DCAM),8/15/19 10:52 AM,8/15/19 10:52 AM,19-00807
807,Counterfeit $100 bill confiscated and held for U.S. Secret Service agents,Information,Referred,5700 S. Maryland (CCD Caf�),8/15/19 11:19 AM,8/15/19 11:19 AM,19-00808
808,"While being detained for attempt theft of a bicycle, suspect struck a UCPD officer / Suspect arrested and charged with felony aggravated battery of police officer",Battery,Arrest,5507 S. Kimbark (Public Way),8/15/19 3:04 PM,8/15/19 3:04 PM,19-00809
809,A person tripped while ascending the steps into the bookstore caf� / Transported by CFD EMS to UCMED for evaluation and treatment,Injured Person,Closed,970 E. 58th St. (Bookstore Caf�),8/16/19 8:22 AM,8/16/19 8:24 AM,19-00810
810,Wallet taken from purse hanging on back of chair in DCAM caf�,Theft,Open,5758 S. Maryland (DCAM Caf�),8/16/19 12:30 PM to 1:00 PM,8/16/19 1:23 PM,19-00811
811,UCPD officer arrested a subject wanted on a warrant,Warrant Arrest,Arrest,915 E. 54th Pl. (Public Way),8/17/19 3:25 PM,8/17/19 3:25 PM,19-00812
812,UCPD officers arrested a suspect in possession of property taken from an off-campus private building,Deceptive Practice / Theft of Lost or Mislaid Property,Arrest,University between 61st & 62nd,8/18/19 12:00 PM,8/18/19 12:00 PM,19-00813
813,"A person walking on the sidewalk was approached from behind by an unknown suspect who placed his arm around her torso, pushed her to the ground and attempted to place his hand up her skirt / As the suspect did so, the victim bit the suspect�s arm, causing him to flee on foot in an unknown direction /  CPD case JC398155",Information / Attempt Sexual Assault,CPD,5637 S. Drexel (Public Way),8/19/19 12:10 AM,8/19/19 12:37 AM,19-00814
814,An individual was transported to UCMED for evaluation,Mental Health Transport,Closed,870 E. 56th St. (Public Way),8/19/19 9:13 PM,8/19/19 9:13 PM,19-00815
815,Boyfriend struck and choked girlfriend during a domestic dispute / Suspect fled before police were notified,Domestic Battery,Open,5815 S. Maryland (Mitchell Hospital),8/19/19 9:00 PM,8/19/19 10:01 PM,19-00816
816,Boyfriend struck girlfriend during an argument in his car / Suspect also had possession of illegal drugs / Arrested by UCPD officers,Domestic Battery,Arrest,1005 E. 59th St. (Public Way),8/19/19 10:50 PM,8/19/19 10:50 PM,19-00817
817,Unknown person(s) entered off-campus private apartment via unsecured rear door and took computers / CPD case JC399605,Information / Burglary,CPD,Kimbark between 51st & 52nd,8/19/19 to 8/20/19 1:00 PM to 1:15 AM,8/20/19 1:24 AM,19-00818
818,An unauthorized individual refused to leave premises after repeated trespass warnings and was arrested by UCPD,Criminal Trespass to Property,Arrest,5656 S. Maryland (UCMED),8/20/19 7:19 AM,8/20/19 7:19 AM,19-00819
819,An unauthorized individual was found in the building and warned about trespassing before being escorted from the premises,Information,Closed,1116 E. 59th St. (Harper Library),8/20/19 8:52 AM,8/20/19 8:52 AM,19-00820
820,One suspect took a phone from a victim's hand in an off-campus restaurant / A second suspect pushed a victim to the ground on the sidewalk and took the victim's phone / Both suspects fled to a waiting vehicle / CPD case JC399962,Information / Robbery,CPD,1440 E. 57th St.,8/20/19 11:05 AM,8/20/19 11:11 AM,19-00821
821,Report of a lost key,Lost Property,Closed,850 E. 61st St. (UCPD HQ),8/20/19 1:39 PM,8/20/19 1:39 PM,19-00822
822,Sick person transported to UCMED by CFD EMS,Medical Call,Closed,5730 S. Ellis (Crerar Library),8/20/19 1:45 PM,8/20/19 1:45 PM,19-00823
823,UCPD officer arrested a subject for trespassing to a vehicle parked in the alley,Criminal Trespass to Vehicle,Arrest,1530 E. 56th St. (Alley),8/20/19 10:41 PM,8/20/19 10:41 PM,19-00824
824,"Deliveryman, sitting in his car, was approached by an acquaintance who displayed a weapon and threatened victim with bodily harm / CPD case JC400855",Information / Aggravated Assault,CPD,1101 E. 56th St. (Public Way),8/20/19 11:45 PM,8/21/19 12:01 AM,19-00825
825,Report of a burglary at an off-campus private residence / CPD case JC401326,Information / Burglary,CPD,Ingleside between 51st & 52nd,8/21/19 12:30 PM,8/21/19 12:36 PM,19-00826
826,Unknown suspect forcibly took a phone from a victim walking on the sidewalk before fleeing to a waiting vehicle,Robbery,Open,5613 S. University (Public Way),8/21/19 1:00 PM,8/21/19 1:28 PM,19-00827
827,Unknown person snatched phone from the hand of a person walking on the sidewalk off campus / CPD case,Information / Theft from Person,CPD,1215 E. Hyde Park (Public Way),8/21/19 1:00 PM,8/21/19 3:25 PM,19-00828
828,Wallet found on the sidewalk was inventoried for safekeeping,Found Property,Closed,1105 E. 55th St. (Public Way),8/21/19 9:54 PM,8/21/19 9:54 PM,19-00829
829,Wallet taken from purse hanging on the back of a chair / Subsequent unauthorized use of credit cards reported,Theft,Open,5815 S. Maryland (Mitchell Caf�),8/22/19 12:15 PM to 12:50 PM,8/22/19 1:35 PM,19-00830
830,Secured bicycle taken from bike rack,Theft,Open,1100 E. 57th St. (Regenstein Library Bike Rack),8/16/19 to 8/21/19 1:00 PM to 12:00 PM,8/22/19 2:43 PM,19-00831
831,Information regarding an order of protection,Information,Closed,850 E. 61st St. (UCPD HQ),8/22/19 6:59 PM,8/22/19 6:59 PM,19-00832
832,Domestic disturbance / Peace restored,Information / Disturbance,Closed,5721 S. Maryland (Comer Hospital),8/23/19 2:00 PM,8/23/19 2:22 PM,19-00833
833,An unauthorized individual causing a disturbance was issued a trespass warning,Information / Trespass Warning,Closed,924 E. 57th St. (BSLC),8/23/19 5:10 PM,8/23/19 5:16 PM,19-00834
834,"After committing a traffic violation, motorist resisted UCPD officer and was arrested",Interference with Police Officer,Arrest,1100 E. 55th St.,8/23/19 5:39 PM,8/23/19 5:39 PM,19-00835
835,An unauthorized individual causing a disturbance was issued a trespass warning,Information / Disturbance,Closed,1212 E. 59th St. (Ida Noyes),8/23/19 10:07 PM,8/23/19 10:07 PM,19-00836
836,Family members reported a person missing,Missing Person,Open,850 E. 61st St. (UCPD HQ),8/14/19 9:00 AM,8/24/19 12:09 PM,19-00837
837,Subject took merchandise from the store without paying and was detained by UCPD / Management decline prosecution,Theft,Ex. Cleared,970 E. 58th St. (Bookstore),8/24/19 2:55 PM,8/24/19 3:07 PM,19-00838
838,Shots fired off campus / Two suspects arrested and two handguns recovered by CPD / No injuries reported / Multiple parked vehicles damaged / CPD case JC406772,Information / Shots Fired,CPD,4500 S. Drexel (Public Way),8/25/19 2:25 PM,8/25/19 2:31 PM,19-00839
839,Suspects forcibly took property from a victim walking off-campus before fleeing in a vehicle / Suspects detained by CPD / CPD case JC407323,Information / Robbery,CPD,5200 S. Kenwood (Public Way),8/25/19 10:50 PM,8/25/19 11:22 PM,19-00840
840,Secured bicycle taken from bike rack,Theft,Open,5823 S. Kenwood (Lab School Bike Rack),8/9/19 to 8/24/19 1:00 PM to 12:00 PM,8/26/19 11:19 AM,19-00841
841,Secured bicycle taken from bike rack,Theft,Open,924 E. 57th St. (BSLC Bike Rack),8/23/19 9:00 AM to 4:30 PM,8/26/19 2:04 PM,19-00842
842,Suspect demanded property from a victim walking through a parking lot off campus / Suspect took victim's cell phone and fled / UCPD officers located and arrested the suspect / Victim's phone recovered,Robbery,Arrest,1406 E. 54th Pl. (Parking Lot),8/26/19 10:45 PM,8/26/19 10:50 PM,19-00843
843,"Unauthorized individual, hiding merchandise on his person, warned not to return to the store or face trespass charge",Information,Closed,970 E. 58th St. (Bookstore),8/27/19 9:30 AM,8/27/19 9:41 AM,19-00844
844,Secured bicycle taken from bike rack,Theft,Open,5823 S. Kenwood (Lab School Bike Rack),8/27/19 8:05 AM to 3:25 PM,8/27/19 3:35 PM,19-00845
845,A costume was taken from a dressing room,Theft,Open,915 E. 60th St. (Logan Center),8/19/19 to 8/23/19 1:30 PM to 11:50 AM,8/28/19 10:28 AM,19-00846
846,A saxophone was taken from a secured locker,Theft,Open,1350 E. 59th St. (Sunny Gym),6/13/19 to 6/23/19 3:00 PM to 12:00 PM,8/28/19 1:14 PM,19-00847
847,Unsecured bicycle taken from bike rack,Theft,Open,5835 S. Kimbark (Lab School Bike Rack),8/28/19 2:50 PM to 4:00 PM,8/28/19 4:08 PM,19-00848
848,Driver's license found / Held for owner,Found Property,Closed,850 E. 61st St. (UCPD HQ),8/27/19 6:00 PM,8/28/19 8:01 PM,19-00849
849,A chair was taken from the loading dock,Theft,Open,915 E. 60th St. (Logan Center),8/29/19 9:40 AM,8/29/19 9:48 AM,19-00850
850,Unknown suspects riding in a white car fired shots / No injuries reported / Window in restaurant was damaged / CPD case JC412315,Information / Shots Fired,CPD,818 E. 47th St. (Parking Lot),8/29/19 4:30 PM,8/29/19 4:35 PM,19-00851
851,UCPD officers arrested 2 suspects who were in possession of bicycles that were not their property,Deceptive Practice / Possession of Lost / Mislaid Property,Arrest,1005 E. 60th St. (Public Way),8/29/19 6:41 PM,8/29/19 6:41 PM,19-00852
852,"Two unknown suspects, one implying a weapon, attempted to take property from a person walking on the sidewalk off-campus / CPD case JC412732",Information / Attempt Aggravated Robbery,CPD,1019 E. Hyde Park,8/29/19 9:40 PM,8/29/19 9:41 PM,19-00853
853,Individual was transported to UCMED for evaluation,Mental Health Transport,Closed,5600 S. Kimbark (Public Way),8/30/19 1:38 AM,8/30/19 1:38 AM,19-00855
854,Staff member found illegal drugs in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),8/30/19 9:39 AM,8/30/19 9:39 AM,19-00856
855,Unknown person(s) entered vehicle parked on the street and took property / CPD case,Information / Theft from Motor Vehicle,CPD,5118 S. Dorchester (Public Way),8/29/19 to 8/30/19 7:30 PM to 9:30 AM,8/30/19 9:46 AM,19-00857
856,"Unsecured, unattended iPhone taken from computer station",Theft,Open,5700 S. Maryland (CCD),8/23/19 to 8/24/19 11:30 AM to 12:25 PM,8/30/19 5:08 PM,19-00858
857,Found property turned over to UCPD for safekeeping,Found Property,Closed,5532 S. Kenwood (Alley),5532 S. Kenwood 1:28 AM,8/31/19 1:28 AM,19-00859
858,Unknown suspect purchased merchandise using stolen ID,Theft / Financial Identity Theft,Open,920 E. 58th St. (Cummings),9/1/19 9:00 AM,9/1/19 10:31 AM,19-00860
859,"Two vehicles collided and caused damage to 13 light standards on the street / Property damage only, no injuries reported",Traffic Crash,Closed,5910 S. Ellis,9/1/19 11:14 AM,9/1/19 11:14 AM,19-00861
860,Secured bicycle taken from bike rack,Theft,Open,6031 S. Ellis (Granville-Grossman RH Bike Rack),8/31/19 to 9/1/19 7:00 PM to 11:00 AM,9/1/19 1:49 PM,19-00862
861,Staff member found illegal narcotics in patient's room / Turned over to UCPD for proper disposal,Found Narcotics,Closed,5700 S. Maryland (CCD),9/2/19 8:18 AM,9/2/19 8:18 AM,19-00863
862,Catalytic converter taken from vehicle parked on the street,Theft from Motor Vehicle,Open,6030 S. Drexel (Public Way),9/2/19 8:35 AM,9/2/19 10:31 AM,19-00864
863,Computer taken from common shared area / Follow up investigation revealed the computer was moved and not stolen / No crime occurred,Theft,Unfounded,1100 E. 57th St. (Regenstein),8/30/19 to 9/3/19 5:00 PM to 9:15 AM,9/3/19 11:56 AM,19-00865
864,Unknown subject took unoccupied vehicle that was parked on the street with engine running / CPD case JC418549,Information / Motor Vehicle Theft,CPD,5333 S. Hyde Park,9/3/19 2:15 PM,9/3/19 2:16 PM,19-00866
865,Unauthorized individual was given a trespass warning,Information,Closed,1116 E. 59th St. (Harper Library),9/3/19 2:12 PM,9/3/19 2:12 PM,19-00867
866,"A person reported a bicycle taken, but later discovered a family member had the bike / No crime committed",Theft,Unfounded,"5807 S, Woodlawn (Booth School)",9/3/19 1:30 PM to 5:15 PM,9/3/19 5:26 PM,19-00868
867,Unknown subject took unoccupied vehicle that was parked on the street with engine running / Vehicle later recovered out of UCPD patrol area / CPD case JC419238,Information / Motor Vehicle Theft,CPD,1439 E. 53rd St. (Public Way),9/3/19 11:45 PM,9/3/19 11:59 PM,19-00869
868,UC owned vehicle struck by another vehicle causing minor damage / No injuries reported,Traffic Crash,Closed,850 E. 61st St. (UCPD HQ),9/4/19 5:45 AM,9/4/19 6:11 AM,19-00870
869,Subject disregarded previous warnings and was arrested for trespass to property,Criminal Trespass to Land,Arrest,1554 E. 55th St. (Walgreens),9/4/19 5:55 AM,9/4/19 5:55 AM,19-00871
870,Report of lost key,Lost Property,Closed,850 E. 61st St. (UCPD HQ),8/19/19 to 8/22/19 12:00 PM to 1:00 PM,9/4/19 1:41 PM,19-00873
871,Dispute between two staff members / Peace restored,Information,Closed,860 E. 59th St. (Goldblatt),9/4/19 11:00 AM,9/4/19 11:55 AM,19-00874
872,Parked UC owned vehicle was struck by another vehicle / No injuries reported / 2019 MVA-00166,Traffic Crash,Closed,5420 S. Lake Park,9/4/19 4:00 PM,9/4/19 4:02 PM,19-00875
873,Information for the police regarding a suspicious person,Information,Closed,6030 S. Ellis (Edelstone Hall),9/5/19 4:00 PM,9/5/19 5:10 PM,19-00876
874,UC owned vehicle involved in minor property damage traffic crash / No injuries reported / CPD case JC422173,Traffic Crash,Closed,4700 S. St. Louis,9/6/19 9:55 AM,9/6/19 3:25 PM,19-00877
875,Secured bicycle taken from bike rack,Theft,Open,5837 S. Maryland (Wyler Hospital Bike Rack),8/26/19 to 8/30/19 8:00 AM to 5:00 PM,9/6/19 4:53 PM,19-00878
876,Person reported damage to vehicle roof / Cause unknown,Information / Non-Criminal Property Damage,Closed,5840 S. Maryland (Parking Structure),9/6/19 to 9/7/19 5:30 PM to 6:25 AM,9/7/19 6:26 AM,19-00879
877,Ring found in play lot turned over to UCPD for safekeeping,Found Property,Closed,5631 S. Kimbark (Play Lot),9/6/19 6:00 PM,9/7/19 5:14 PM,19-00880
878,Person reports losing wallet and keys,Lost Property,Closed,929 E. 57th St. to 1200 E. 53rd St.,9/9/19 7:20 PM to 7:50 PM,9/9/19 8:27 PM,19-00881
879,"Unattended, unsecured iPhone taken from bleachers in gym",Theft,Open,5530 S. Ellis (Ratner A.C.),9/6/19 6:45 PM to 7:30 PM,9/10/19 9:46 AM,19-00882
880,Knife found in room was turned over to UCPD for safekeeping,Found Property,Closed,5700 S. Maryland (CCD),9/10/19 3:30 PM,9/10/19 3:33 PM,19-00883
881,iPad taken from lobby iPad station,Theft,Open,5730 S. Drexel (Comer Hospital),9/9/19 to 9/10/19 12:45 PM to 8:00 AM,9/10/19 5:32 PM,19-00884
882,A lanyard with 5 keys was found and turned over to UCPD for safekeeping,Found Property,Closed,5409 S. Dorchester (Public Way),9/10/19 4:00 PM,9/10/19 5:48 PM,19-00885
883,Suspect placed staff member in fear of receiving a battery / Arrested by UCPD,Assault,Arrest,5656 S. Maryland (UCMED),9/11/19 5:00 AM,9/11/19 5:02 AM,19-00886
884,Report of an anonymous telephone threat,Information,Open,850 E. 61st St. (UCPD HQ),9/11/19 12:00 PM,9/11/19 1:34 PM,19-00887
885,Sick person transported to UCMED by CFD EMS for evaluation and treatment,Medical Call,Closed,1031 E> 58th St. (Main Quad),9/11/19 5:15 PM,9/11/19 5:15 PM,19-00888
886,Individual reports keys missing from room,Lost Property,Closed,5700 S. Maryland (CCD),9/11/19 10:00 AM to 4:00 PM,9/11/19 9:21 PM,19-00889
887,UC owned vehicle involved in traffic crash resulting in minor property damage / No injuries reported,Traffic Crash,Closed,5700 S. Maryland (Public Way),9/11/19 9:40 PM,9/11/19 10:15 PM,19-00890
888,Person fell and injured arm in playground / Transported to Comer ER by CFD EMS for treatment,Medical Call,Closed,1362 E. 59th St. (Lab School Playground),9/12/19 12:10 PM,9/12/19 12:29 PM,19-00891
889,Patient reports cell phone missing from room,Lost Property,Closed,5700 S. Maryland (CCD),9/12/19 11:00 AM to 2:45 PM,9/12/19 3:22 PM,19-00892
890,Report of damage to UC owned vehicle / Cause unknown at this time,Information,Closed,850 E. 61st St. (UCPD HQ),9/9/19 12:00 PM,9/12/19 3:43 PM,19-00893
891,"Unauthorized individual, loitering near bike rack, was given a trespass warning",Information,Closed,5700 S. Maryland (CCD),9/13/19 11:40 AM,9/13/19 11:45 AM,19-00894
892,"Shots fired off-campus / Parked, unoccupied vehicle sustained damage from gunfire / No injuries reported / CPD case JC432397",Information / Criminal Damage to Property,CPD,6017 S. Harper (Public Way),9/13/19 9:15 PM,9/13/19 9:17 PM,19-00895
893,"Unattended, unsecured purse taken from tent in Quad",Theft,Open,5800 S. Greenwood (Main Quad),9/14/19 6:30 PM to 9:30 PM,9/15/19 12:35 AM,19-00896
894,20- bullets found in patient's belongings / Turned over to UCPD for safekeeping,Found Property,Closed,5656 S. Maryland (UCMED),9/15/19 8:30 AM,9/15/19 8:30 AM,19-00897
895,A faulty refrigerator compressor caused fumes / CFD and Plant Dept. responded,Information,Closed,5700 S. Maryland (CCD),9/15/19 8:45 AM,9/15/19 8:51 AM,19-00898
896,UCPD officers detained two suspects wanted for off-campus burglary / Suspects turned over to and arrested by CPD,Assist Other Agency,CPD,Drexel between 54th & 55th,9/15/19 5:05 PM,9/15/19 5:12 PM,19-00899
897,UC owned vehicle involved in minor property damage accident / No injuries reported,Traffic Crash,Closed,940 E. 53rd St.,9/15/19 10:50 PM,9/15/19 10:50 PM,19-00900
898,Three suspects riding bicycles forcibly took a wallet from a victim walking off campus / Suspects fled northbound on bicycles / One suspect later arrested by UCPD officers,Robbery,Arrest,5457 S. Blackstone (Public Way),9/15/19 10:15 PM,9/15/19 10:29 PM,19-00901
899,"Victim walking on the sidewalk off campus was approached by three suspects riding bicycles / Suspects asked for money, but victim fled / Referred to CPD",Information,CPD,5136 S. Kimbark (Public Way),9/15/19 10:20 PM,9/15/19 10:25 PM,19-00902
900,Three suspects riding bicycles demanded property from a victim walking on the sidewalk off-campus / Victim walked away and reported incident to UCPD / One suspect later arrested by UCPD officers,Attempt Theft,Arrest,1005 E. Hyde Park (Public Way),9/15/19 10:25 PM,9/15/19 10:27 PM,19-00903
901,Bicycle found on property and turned over to UCPD for safekeeping,Found Property,Closed,5309 S. Kimbark (Apartment Building),9/13/19 8:00 AM,9/16/19 8:39 AM,19-00904
902,Car parked in lot had stains from a brown liquid substance on the trunk and door,Information,Closed,5555 S. Woodlawn (Alumni House Parking Lot),9/13/19 to 9/15/19 8:00 AM to 4:00 PM,9/16/19 8:39 AM,19-00905
903,Information relating to harassment by a co-worker,Information,Closed,5751 S. Woodlawn (McGiffert),9/16/19 8:20 PM,9/16/19 9:09 PM,19-00906
904,Individual was detained for trespassing / Transported to UCMED for mental evaluation,Criminal Trespass to Land,Closed,1411 E. 53rd St. (Sophy Hyde Park),9/16/19 7:35 PM,9/16/19 7:40 PM,19-00907
905,UCPD administrative report,Information,Closed,850 E. 61st St. (UCPD HQ),9/13/19 6:15 PM,9/17/19 2:34 AM,19-00908
906,An unauthorized subject who has been legally banned from UC property was arrested for trespass,Criminal Trespass to Land,Arrest,1100 E. 57th St.,9/17/19 7:10 AM,9/17/19 7:12 AM,19-00909
907,Catalytic converter taken from car parked on the street,Theft from Motor Vehicle,Open,956 E. 54th Pl.,9/16/19 to 9/17/19 7:00 PM to 7:50 AM,9/17/19 9:36 AM,19-00910
908,Report of harassment by an acquaintance,Information,Closed,850 E. 61st St. (UCPD HQ),9/1/19 to 9/16/19 9:00 AM to 9:00 PM,9/17/19 6:04 PM,19-00911
909,A subject took food from the cafeteria without paying and was arrested by UCPD officers,Theft,Arrest,5758 S. Maryland (DCAM),9/18/19 11:40 AM,9/18/19 11:46 AM,19-00912
910,Sick staff member transported to hospital by CFD EMS,Medical Call,Closed,1362 E. 59th St. (Lab School),9/18/19 2:45 PM,9/18/19 2:54 PM,19-00913
911,Motorola Radius CP 200 2-way radio found in Quad,Found Property,Closed,5800 S. Greenwood (Main Quad),9/18/19 5:30 PM,9/18/19 5:30 PM,19-00914
912,Parent became ill and was transported to the hospital by CFD EMS,Medical Call,Closed,5800 S. Stony Island (Shapiro School),9/19/19 7:55 AM,9/19/19 8:01 AM,19-00915
913,5 smoke bongs found in storage room / Turned over to UCPD for proper disposal,Found Property,Closed,5500 S. University (Campus North RH),9/11/19 9:30 PM,9/19/19 11:18 AM,19-00916
914,Volkswagen key and key ring turned over to UCPD for safekeeping,Found Property,Closed,5300 S. Dorchester,9/19/19 2:45 PM,9/19/19 2:45 PM,19-00917
915,Disagreement between staff member and contract employee / Peace restored,Information,Closed,1131 E. 57th St. (Public Way),9/20/19 8:20 AM,9/20/19 8:23 AM,19-00918
916,UCPD officer arrested a suspect for retail theft and resisting arrest,Theft,Arrest,1346 E. 53rd St. (Target),9/20/19 8:40 AM,9/20/19 8:42 AM,19-00919
917,Individual transported to UCMED for evaluation,Mental Health Transport,Closed,5555 S. Woodlawn (Student Counseling Center),9/20/19 1:36 PM,9/20/19 1:36 PM,19-00920
918,"Subsequent to a traffic crash, suspect struck victim with fists and drove off",Battery,Open,1350 E. Midway Pl.,9/20/19 4:15 PM,9/20/19 4:15 PM,19-00921
919,"An unknown suspect, riding a bicycle, armed with a knife, took a wallet and cell phone from a victim walking 9n the sidewalk off-campus / CPD case JC441978",Information / Armed Robbery,CPD,5628 S. Dorchester (Public Way),9/20/19 9:45 PM,9/20/19 9:54 PM,19-00922
920,"Unattended, unsecured backpack taken from bench in front of DCAM",Theft,Open,5758 S. Maryland (DCAM),9/21/19 11:30 AM to 11:45 AM,9/21/19 2:17 PM,19-00923
921,"Cash taken from wallet left in unattended, unsecured purse",Theft,Open,5700 S. Maryland (CCD),9/20/19 6:45 AM to 7:00 AM,9/21/19 7:10 PM,19-00924
922,"Four unknown suspects physically assaulted four individuals walking on the sidewalk off-campus / One suspect, implying a weapon - no weapon seen - took cash from one of the victims before fleeing on bicycles / CPD case JC443128",Information / Aggravated Robbery,CPD,1461 E. 56th St. (Public Way),9/21/19 7:30 PM,9/21/19 7:32 PM,19-00925
923,Sick person transported to UCMED by CFD EMS for examination and treatment,Medical Call,Closed,5550 S. University (Crown Field House),9/21/19 10:55 PM,9/21/19 10:57 PM,19-00926
924,Person fell and injured shoulder / Transported to hospital by CFD EMS,Injured Person,Closed,5900 S. Greenwood (Main Quad),9/22/19 4:05 PM,9/22/19 4:28 PM,19-00927
925,Underage person became ill after consuming alcoholic beverages / Transported to hospital by CFD EMS for evaluation and treatment,Liquor Law Violation,Referred,5500 S. University (Campus North RH),9/23/19 1:40 AM,9/23/19 1:40 AM,19-00928
926,Individual reported iPhone lost while in the building,Lost Property,Closed,915 E. 60th St. (Logan Center),9/22/19 10:00 PM to 11:00 PM,9/23/19 8:38 AM,19-00929
927,Student fell in play area injuring arm / Parent took custody of child for medical care,Injured Person,Closed,5800 S. Stony Island (Shapiro Hall),9/23/19 9:30 AM,9/23/19 9:57 AM,19-00930
928,Underage individual became ill after consuming alcoholic beverages / Transported to the hospital by CFD EMS,Liquor Law Violation,Referred,1101 E. 56th St. (Max Palevsky RH),9/24/19 3:10 AM,9/24/19 3:10 AM,19-00931
929,Person found a State of Illinois ID card and turned it over to UCPD for safekeeping,Found Property,Closed,1427 E. 60th St. (Press Building),9/23/19 2:00 PM,9/24/19 9:35 AM,19-00932
930,Person reported a lost wallet / Wallet later found in dorm room,Lost/Found Property,Closed,1101 E. 56th St. (Max Palevsky RH),9/23/19 to 9/24/19 12:50 PM to 3:05 PM,9/24/19 1:50 PM,19-00933
931,Information regarding emails from a former staff member,Information,Closed,1362 E. 59th St. (Lab School),9/19/19 to 9/24/19 10:40 AM to 1:45 PM,9/24/19 3:47 PM,19-00934
